ticker,etf_name,provider,source
MINT,Manulife Multifactor Developed International Index ETF - Hedged,Manulife Investments,https://pr.chestercounty.com/article/Manulife-Investments-Announces-June-2026-Cash-Distributions-for-Manulife-Exchange-Traded-Funds-and-ETF-Series-of-Manulife-Funds/6a3a6f13564d536c69a531ce
MINT.B,Manulife Multifactor Developed International Index ETF - Unhedged,Manulife Investments,https://pr.chestercounty.com/article/Manulife-Investments-Announces-June-2026-Cash-Distributions-for-Manulife-Exchange-Traded-Funds-and-ETF-Series-of-Manulife-Funds/6a3a6f13564d536c69a531ce
MCSM,Manulife Multifactor Canadian SMID Cap Index ETF,Manulife Investments,https://pr.chestercounty.com/article/Manulife-Investments-Announces-June-2026-Cash-Distributions-for-Manulife-Exchange-Traded-Funds-and-ETF-Series-of-Manulife-Funds/6a3a6f13564d536c69a531ce
MUSC,Manulife Multifactor U.S. Small Cap Index ETF - Hedged,Manulife Investments,https://pr.chestercounty.com/article/Manulife-Investments-Announces-June-2026-Cash-Distributions-for-Manulife-Exchange-Traded-Funds-and-ETF-Series-of-Manulife-Funds/6a3a6f13564d536c69a531ce
MUSC.B,Manulife Multifactor U.S. Small Cap Index ETF - Unhedged,Manulife Investments,https://pr.chestercounty.com/article/Manulife-Investments-Announces-June-2026-Cash-Distributions-for-Manulife-Exchange-Traded-Funds-and-ETF-Series-of-Manulife-Funds/6a3a6f13564d536c69a531ce
MEME.B,Manulife Multifactor Emerging Markets Index ETF - Unhedged,Manulife Investments,https://pr.chestercounty.com/article/Manulife-Investments-Announces-June-2026-Cash-Distributions-for-Manulife-Exchange-Traded-Funds-and-ETF-Series-of-Manulife-Funds/6a3a6f13564d536c69a531ce
MCAP,Manulife Conservative ETF Portfolio,Manulife Investments,https://www.stockwatch.com/News/Item/Z-C!MGAP-3812389/C/MCAP
MBAP,Manulife Balanced ETF Portfolio,Manulife Investments,https://www.stockwatch.com/News/Item/Z-C!MGAP-3812389/C/MCAP
MGAP,Manulife Growth ETF Portfolio,Manulife Investments,https://www.stockwatch.com/News/Item/Z-C!MGAP-3812389/C/MCAP
GDIV,Manulife Smart Global Dividend ETF Portfolio,Manulife Investments,https://www.tradingview.com/news/prnewswire:123528fa87644:0-manulife-investments-announces-june-2026-cash-distributions-for-manulife-exchange-traded-funds-and-etf-series-of-manulife-funds/
GEDG,Manulife Global Edge ETF,Manulife Investments,https://www.tradingview.com/news/prnewswire:123528fa87644:0-manulife-investments-announces-june-2026-cash-distributions-for-manulife-exchange-traded-funds-and-etf-series-of-manulife-funds/
STRT,Manulife Strategic Income Fund - ETF Series,Manulife Investments,https://crweworld.com/article/news-provided-by-pr-newswire/3891747/manulife-investments-announces-august-2026-cash-distributions-for-manulife-exchange-traded-funds-and-etf-series-of-manulife-funds
MCOR,Manulife Core Plus Bond Fund - ETF Series,Manulife Investments,https://www.newswire.ca/news-releases/manulife-investment-management-continues-active-etf-expansion-with-four-new-etf-series-offering-a-range-of-equity-and-fixed-income-opportunities-850934777.html
MDIF,Manulife Dividend Income Fund - ETF Series,Manulife Investments,https://crweworld.com/article/news-provided-by-pr-newswire/3891747/manulife-investments-announces-august-2026-cash-distributions-for-manulife-exchange-traded-funds-and-etf-series-of-manulife-funds
OPPS,Manulife Alternative Opportunities Fund - ETF Series,Manulife Investments,https://crweworld.com/article/news-provided-by-pr-newswire/3891747/manulife-investments-announces-august-2026-cash-distributions-for-manulife-exchange-traded-funds-and-etf-series-of-manulife-funds
PLUS,Manulife Strategic Income Plus Fund - ETF Series,Manulife Investments,https://crweworld.com/article/news-provided-by-pr-newswire/3891747/manulife-investments-announces-august-2026-cash-distributions-for-manulife-exchange-traded-funds-and-etf-series-of-manulife-funds
MMAC,Manulife CQS Multi Asset Credit Fund - ETF Series,Manulife Investments,https://crweworld.com/article/news-provided-by-pr-newswire/3891747/manulife-investments-announces-august-2026-cash-distributions-for-manulife-exchange-traded-funds-and-etf-series-of-manulife-funds
MFUN,Manulife Fundamental Equity Fund - ETF Series,Manulife Investments,https://www.newswire.ca/news-releases/manulife-investment-management-continues-active-etf-expansion-with-four-new-etf-series-offering-a-range-of-equity-and-fixed-income-opportunities-850934777.html
MCAN,Manulife Canadian Equity Class - ETF Series,Manulife Investments,https://www.newswire.ca/news-releases/manulife-investment-management-continues-active-etf-expansion-with-four-new-etf-series-offering-a-range-of-equity-and-fixed-income-opportunities-850934777.html
CBL,Franklin Core ETF Portfolio - ETF Series,Franklin Templeton Canada,https://www.franklintempleton.ca/en-ca/press-releases/franklin-templeton-canada-announces-etf-cash-distributions-and-estimated-annual-reinvested-distributions
CNV,Franklin Conservative Income ETF Portfolio - ETF Series,Franklin Templeton Canada,https://www.franklintempleton.ca/en-ca/press-releases/franklin-templeton-canada-announces-etf-cash-distributions-and-estimated-annual-reinvested-distributions
EQY,Franklin All-Equity ETF Portfolio - ETF Series,Franklin Templeton Canada,https://www.franklintempleton.ca/en-ca/press-releases/franklin-templeton-canada-announces-etf-cash-distributions-and-estimated-annual-reinvested-distributions
FBGO,Franklin Brandywine Global Income Optimiser Fund - ETF Series,Franklin Templeton Canada,https://www.franklintempleton.ca/en-ca/press-releases/franklin-templeton-canada-announces-etf-cash-distributions-and-estimated-annual-reinvested-distributions
FCII,Franklin ClearBridge Global Infrastructure Income Fund - ETF Series,Franklin Templeton Canada,https://www.franklintempleton.ca/en-ca/press-releases/franklin-templeton-canada-announces-etf-cash-distributions-and-estimated-annual-reinvested-distributions
FCRC,Franklin Canadian Core Equity Fund - ETF Series,Franklin Templeton Canada,https://www.franklintempleton.ca/en-ca/press-releases/franklin-templeton-canada-announces-etf-cash-distributions-and-estimated-annual-reinvested-distributions
FCRI,Franklin International Core Equity Fund - ETF Series,Franklin Templeton Canada,https://www.franklintempleton.ca/en-ca/press-releases/franklin-templeton-canada-announces-etf-cash-distributions-and-estimated-annual-reinvested-distributions
FCRU,Franklin U.S. Core Equity Fund - ETF Series,Franklin Templeton Canada,https://www.franklintempleton.ca/en-ca/press-releases/franklin-templeton-canada-announces-etf-cash-distributions-and-estimated-annual-reinvested-distributions
FCSI,Franklin ClearBridge International Growth Fund - ETF Series,Franklin Templeton Canada,https://www.franklintempleton.ca/en-ca/press-releases/franklin-templeton-canada-announces-etf-cash-distributions-and-estimated-annual-reinvested-distributions
FDIV,Franklin U.S. Quality Moat Dividend Index ETF,Franklin Templeton Canada,https://www.newswire.ca/news-releases/franklin-templeton-canada-announces-etf-cash-distributions-807628651.html
FGGE,Franklin Global Growth Fund - ETF Series,Franklin Templeton Canada,https://www.franklintempleton.ca/en-ca/press-releases/franklin-templeton-canada-announces-etf-cash-distributions-and-estimated-annual-reinvested-distributions
FGOV,Franklin Canadian Government Bond Fund - ETF Series,Franklin Templeton Canada,https://www.franklintempleton.ca/en-ca/press-releases/franklin-templeton-canada-announces-etf-cash-distributions-and-estimated-annual-reinvested-distributions
FHIS,Franklin Canadian Ultra Short Term Bond Fund - ETF Series,Franklin Templeton Canada,https://www.franklintempleton.ca/en-ca/press-releases/franklin-templeton-canada-announces-etf-cash-distributions-and-estimated-annual-reinvested-distributions
FID,Franklin FTSE India Index ETF,Franklin Templeton Canada,https://www.newswire.ca/news-releases/franklin-templeton-canada-announces-etf-cash-distributions-807628651.html
FINO,Franklin Innovation Fund - ETF Series,Franklin Templeton Canada,https://www.franklintempleton.ca/en-ca/press-releases/franklin-templeton-canada-announces-etf-cash-distributions-and-estimated-annual-reinvested-distributions
FLAM,Franklin FTSE U.S. Index ETF,Franklin Templeton Canada,https://www.newswire.ca/news-releases/franklin-templeton-canada-announces-etf-cash-distributions-807628651.html
FLCD,Franklin FTSE Canada All Cap Index ETF,Franklin Templeton Canada,https://www.newswire.ca/news-releases/franklin-templeton-canada-announces-etf-cash-distributions-807628651.html
FLCI,Franklin Canadian Corporate Bond Fund - ETF Series,Franklin Templeton Canada,https://www.franklintempleton.ca/en-ca/press-releases/franklin-templeton-canada-announces-etf-cash-distributions-and-estimated-annual-reinvested-distributions
FLCP,Franklin Canadian Core Plus Bond Fund - ETF Series,Franklin Templeton Canada,https://www.franklintempleton.ca/en-ca/press-releases/franklin-templeton-canada-announces-etf-cash-distributions-and-estimated-annual-reinvested-distributions
FLEM,Franklin Emerging Markets Equity Index ETF,Franklin Templeton Canada,https://www.newswire.ca/news-releases/franklin-templeton-canada-announces-etf-cash-distributions-807628651.html
FLGA,Franklin Global Core Bond Fund - ETF Series,Franklin Templeton Canada,https://www.franklintempleton.ca/en-ca/press-releases/franklin-templeton-canada-announces-etf-cash-distributions-and-estimated-annual-reinvested-distributions
FLJA,Franklin FTSE Japan Index ETF,Franklin Templeton Canada,https://www.newswire.ca/news-releases/franklin-templeton-canada-announces-etf-cash-distributions-807628651.html
FLSD,Franklin Canadian Short Term Bond Fund - ETF Series,Franklin Templeton Canada,https://www.franklintempleton.ca/en-ca/press-releases/franklin-templeton-canada-announces-etf-cash-distributions-and-estimated-annual-reinvested-distributions
FLUR,Franklin International Equity Index ETF,Franklin Templeton Canada,https://www.newswire.ca/news-releases/franklin-templeton-canada-announces-etf-cash-distributions-807628651.html
FLUS,Franklin U.S. Large Cap Multifactor Index ETF,Franklin Templeton Canada,https://www.newswire.ca/news-releases/franklin-templeton-canada-announces-etf-cash-distributions-807628651.html
FLVC,Franklin Canadian Low Volatility High Dividend Index ETF,Franklin Templeton Canada,https://www.franklintempleton.ca/en-ca/press-releases/franklin-templeton-canada-announces-etf-cash-distributions-and-estimated-annual-reinvested-distributions
FLVI,Franklin International Low Volatility High Dividend Index ETF,Franklin Templeton Canada,https://www.franklintempleton.ca/en-ca/press-releases/franklin-templeton-canada-announces-etf-cash-distributions-and-estimated-annual-reinvested-distributions
FLVU,Franklin U.S. Low Volatility High Dividend Index ETF,Franklin Templeton Canada,https://www.franklintempleton.ca/en-ca/press-releases/franklin-templeton-canada-announces-etf-cash-distributions-and-estimated-annual-reinvested-distributions
FMID,Franklin U.S. Mid Cap Multifactor Index ETF,Franklin Templeton Canada,https://www.newswire.ca/news-releases/franklin-templeton-canada-announces-etf-cash-distributions-807628651.html
GRO,Franklin Growth ETF Portfolio - ETF Series,Franklin Templeton Canada,https://www.franklintempleton.ca/en-ca/press-releases/franklin-templeton-canada-announces-etf-cash-distributions-and-estimated-annual-reinvested-distributions
PMIF,PIMCO Monthly Income Fund (Canada) - ETF Series,PIMCO Canada,https://www.businesswire.com/news/home/20260915005226/en/PIMCO-Canada-Corp.-Announces-Monthly-Distributions-for-PIMCO-Canada-Exchange-Traded-Series
PMIF.U,PIMCO Monthly Income Fund (Canada) US$ - ETF Series,PIMCO Canada,https://www.businesswire.com/news/home/20260915005226/en/PIMCO-Canada-Corp.-Announces-Monthly-Distributions-for-PIMCO-Canada-Exchange-Traded-Series
IGCF,PIMCO Investment Grade Credit Fund (Canada) - ETF Series,PIMCO Canada,https://www.businesswire.com/news/home/20260915005226/en/PIMCO-Canada-Corp.-Announces-Monthly-Distributions-for-PIMCO-Canada-Exchange-Traded-Series
PMNT,PIMCO Global Short Maturity Fund (Canada) - ETF Series,PIMCO Canada,https://www.businesswire.com/news/home/20260915005226/en/PIMCO-Canada-Corp.-Announces-Monthly-Distributions-for-PIMCO-Canada-Exchange-Traded-Series
PLDI,PIMCO Low Duration Monthly Income Fund (Canada) - ETF Series,PIMCO Canada,https://www.businesswire.com/news/home/20260915005226/en/PIMCO-Canada-Corp.-Announces-Monthly-Distributions-for-PIMCO-Canada-Exchange-Traded-Series
PCON,PIMCO Managed Conservative Bond Pool - ETF Series,PIMCO Canada,https://www.businesswire.com/news/home/20260915704782/en/PIMCO-Canada-Corp.-Announces-Quarterly-Distributions-for-PIMCO-Canada-Exchange-Traded-Series
PCOR,PIMCO Managed Core Bond Pool - ETF Series,PIMCO Canada,https://www.businesswire.com/news/home/20260915704782/en/PIMCO-Canada-Corp.-Announces-Quarterly-Distributions-for-PIMCO-Canada-Exchange-Traded-Series
CORE,PIMCO Canadian Core Bond Fund - ETF Series,PIMCO Canada,https://www.businesswire.com/news/home/20260915704782/en/PIMCO-Canada-Corp.-Announces-Quarterly-Distributions-for-PIMCO-Canada-Exchange-Traded-Series
PBAL,PIMCO Managed Balanced Portfolio - ETF Series,PIMCO Canada,https://www.businesswire.com/news/home/20260915704782/en/PIMCO-Canada-Corp.-Announces-Quarterly-Distributions-for-PIMCO-Canada-Exchange-Traded-Series
